Car_ID. ,ID,Brand,Model,Mileage,Price,Currency,Engine_Power,GearBox,Year,Fuel_Type,Horse_Power,On_Page
6112261765,211,BMW,XM,10 km,819 900,PLN,4 395 cm3,Automatyczna,2023,Hybryda,489 KM,7
6120596166,212,BMW,Seria 3,196 000 km,89 500,PLN,1 998 cm3,Automatyczna,2017,Hybryda,184 KM,7
6117423768,213,BMW,Seria 3,69 000 km,154 900,PLN,1 998 cm3,Automatyczna,2019,Hybryda,184 KM,7
6112187554,214,BMW,Seria 5,11 700 km,256 928,PLN,1 998 cm3,Automatyczna,2022,Hybryda,184 KM,7
6100466430,215,BMW,i8,26 725 km,489 900,PLN,1 499 cm3,Automatyczna,2019,Hybryda,362 KM,7
6122257614,216,BMW,Seria 3,6 000 km,284 900,PLN,1 998 cm3,Automatyczna,2023,Hybryda,293 KM,7
6118650322,217,BMW,i8,45 807 km,279 900,PLN,1 499 cm3,Automatyczna,2017,Hybryda,231 KM,7
6122122972,218,BMW,Seria 3,5 km,270 000,PLN,1 998 cm3,Automatyczna,2024,Hybryda,292 KM,7
6120828007,219,BMW,Seria 5,119 000 km,152 900,PLN,1 998 cm3,Automatyczna,2019,Hybryda,184 KM,7
6115103079,220,BMW,Seria 7,5 000 km,635 000,PLN,2 998 cm3,Automatyczna,2023,Hybryda,313 KM,7
6122686129,221,BMW,Seria 3,29 864 km,135 000,PLN,2 000 cm3,Automatyczna,2022,Hybryda,288 KM,7
6122683899,222,BMW,Seria 5,40 000 km,219 900,PLN,1 995 cm3,Automatyczna,2020,Hybryda,190 KM,7
